ID,GIS ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
1934,76510,31 AVENUE,87 STREET,88 STREET,EB,01/30/2012,38,24,15,15,23,30,45,142,186,133,150,148,,,,,,,,,,,,
1935,76510,31 AVENUE,87 STREET,88 STREET,WB,01/25/2012,25,13,12,13,17,46,139,224,158,143,128,150,151,163,184,170,177,165,134,120,90,72,49,41
1936,76510,31 AVENUE,87 STREET,88 STREET,WB,01/26/2012,17,23,11,11,32,43,141,226,159,128,128,116,147,154,180,160,153,154,130,96,94,77,55,30
1937,76510,31 AVENUE,87 STREET,88 STREET,WB,01/27/2012,36,13,4,15,24,31,126,258,154,138,143,142,147,173,210,193,181,168,148,138,102,97,84,69
1938,76510,31 AVENUE,87 STREET,88 STREET,WB,01/28/2012,37,34,23,32,33,23,44,80,93,127,154,165,214,190,192,185,174,185,187,123,129,105,97,74
1939,76510,31 AVENUE,87 STREET,88 STREET,WB,01/29/2012,63,51,32,35,42,30,29,52,65,94,94,147,159,164,151,172,170,149,87,87,72,68,41,34
1940,76510,31 AVENUE,87 STREET,88 STREET,WB,01/30/2012,23,12,12,15,20,35,132,233,138,124,148,154,,,,,,,,,,,,
1941,76502,32 AVENUE,88 STREET,89 STREET,EB,01/25/2012,52,23,14,7,21,15,44,126,128,76,99,119,110,121,193,231,212,228,206,150,116,85,64,47
1942,76502,32 AVENUE,88 STREET,89 STREET,EB,01/26/2012,36,31,13,11,17,20,47,103,124,106,74,105,114,126,170,219,251,244,238,150,117,116,85,58
1943,76502,32 AVENUE,88 STREET,89 STREET,EB,01/27/2012,36,24,20,11,20,26,47,99,156,107,93,159,111,123,183,182,213,253,178,176,169,131,90,99
1944,76502,32 AVENUE,88 STREET,89 STREET,EB,01/28/2012,70,62,38,26,34,34,28,42,52,76,95,108,165,187,174,191,179,219,222,142,184,119,122,109
1945,76502,32 AVENUE,88 STREET,89 STREET,EB,01/29/2012,80,81,55,51,44,39,26,30,43,73,62,101,97,133,147,143,141,154,156,120,98,89,75,40
1946,76502,32 AVENUE,88 STREET,89 STREET,EB,01/30/2012,35,14,18,12,20,14,47,117,124,90,109,90,,,,,,,,,,,,
1947,76502,32 AVENUE,88 STREET,89 STREET,WB,01/25/2012,33,12,13,19,27,33,88,214,200,147,130,155,172,167,178,237,216,233,182,157,122,89,75,41
1948,76502,32 AVENUE,88 STREET,89 STREET,WB,01/26/2012,30,19,13,16,19,31,117,222,212,127,131,127,141,156,196,231,207,197,184,143,129,119,68,49
1949,76502,32 AVENUE,88 STREET,89 STREET,WB,01/27/2012,35,30,17,13,24,44,96,237,249,166,138,163,163,138,238,217,236,210,219,170,186,162,129,99
1950,76502,32 AVENUE,88 STREET,89 STREET,WB,01/28/2012,61,43,39,29,52,36,42,60,130,153,171,217,201,231,259,260,267,263,227,194,157,164,134,124
1951,76502,32 AVENUE,88 STREET,89 STREET,WB,01/29/2012,78,65,46,42,45,33,35,46,39,86,140,180,162,199,225,212,217,197,170,133,129,99,94,46
1952,76502,32 AVENUE,88 STREET,89 STREET,WB,01/30/2012,32,20,21,17,28,36,103,218,229,145,138,159,,,,,,,,,,,,
1953,76623,34 AVENUE,91 STREET,92 STREET,EB,01/25/2012,97,62,42,47,63,73,98,242,330,229,243,280,295,346,407,436,542,566,520,392,349,284,184,158
1954,76623,34 AVENUE,91 STREET,92 STREET,EB,01/26/2012,94,72,39,45,70,66,99,222,282,268,222,262,295,316,404,481,578,570,579,461,335,240,193,152
1955,76623,34 AVENUE,91 STREET,92 STREET,EB,01/27/2012,118,88,52,45,77,65,92,271,329,271,248,331,277,343,406,437,548,583,567,460,393,310,245,214
1956,76623,34 AVENUE,91 STREET,92 STREET,EB,01/28/2012,168,152,98,97,156,100,80,143,189,257,355,338,423,449,484,524,525,535,512,459,434,361,305,267
1957,76623,34 AVENUE,91 STREET,92 STREET,EB,01/29/2012,222,149,153,121,153,113,66,84,125,154,235,259,353,388,410,422,421,404,369,376,343,289,185,150
1958,76623,34 AVENUE,91 STREET,92 STREET,EB,01/30/2012,99,65,47,40,79,86,101,251,332,248,278,336,,,,,,,,,,,,
1959,76623,34 AVENUE,91 STREET,92 STREET,WB,01/25/2012,55,39,25,19,37,58,214,466,462,365,256,291,253,310,299,399,358,386,321,281,213,188,168,86
1960,76623,34 AVENUE,91 STREET,92 STREET,WB,01/26/2012,49,36,36,25,47,80,216,480,443,309,277,291,299,279,345,405,369,366,307,259,237,199,156,115
1961,76623,34 AVENUE,91 STREET,92 STREET,WB,01/27/2012,61,44,36,31,57,61,222,488,513,357,273,270,289,270,371,409,400,362,333,325,257,250,216,188
1962,76623,34 AVENUE,91 STREET,92 STREET,WB,01/28/2012,120,105,66,53,84,87,123,157,258,251,287,354,390,421,491,410,414,463,402,365,301,266,239,205
1963,76623,34 AVENUE,91 STREET,92 STREET,WB,01/29/2012,155,114,87,78,103,67,88,81,137,178,236,257,329,366,360,404,423,325,321,294,220,201,168,88
1964,76623,34 AVENUE,91 STREET,92 STREET,WB,01/30/2012,71,56,42,28,58,60,231,454,473,323,284,324,,,,,,,,,,,,
1965,74189,69 STREET,53 ROAD,53 DRIVE,NB,01/24/2012,128,58,55,36,68,153,331,536,483,374,363,358,350,374,426,498,489,508,462,403,297,276,204,140
1966,74189,69 STREET,53 ROAD,53 DRIVE,NB,01/25/2012,110,55,41,31,69,164,328,501,499,361,347,360,395,384,489,552,469,518,439,460,352,277,297,123
1967,74189,69 STREET,53 ROAD,53 DRIVE,NB,01/26/2012,121,60,56,34,65,159,319,504,478,364,356,379,374,390,428,449,494,491,506,410,330,251,211,168
1968,74189,69 STREET,53 ROAD,53 DRIVE,NB,01/27/2012,120,55,45,44,80,166,294,521,489,359,386,399,351,420,494,520,501,508,461,445,378,298,304,252
1969,74189,69 STREET,53 ROAD,53 DRIVE,NB,01/28/2012,216,131,119,89,90,107,138,239,326,389,441,507,402,0,0,0,0,0,0,0,0,0,0,0
1970,74189,69 STREET,53 ROAD,53 DRIVE,SB,01/24/2012,92,60,39,39,56,102,166,374,410,319,289,343,324,361,503,519,527,520,489,409,261,232,183,146
1971,74189,69 STREET,53 ROAD,53 DRIVE,SB,01/25/2012,115,73,39,27,50,87,198,378,398,344,313,332,330,341,469,511,501,553,509,351,270,242,193,116
1972,74189,69 STREET,53 ROAD,53 DRIVE,SB,01/26/2012,97,61,35,36,50,90,170,413,384,299,341,314,349,370,451,470,500,543,449,390,246,206,169,134
1973,74189,69 STREET,53 ROAD,53 DRIVE,SB,01/27/2012,94,63,41,38,57,103,172,363,392,322,323,348,334,354,507,503,538,555,489,380,322,243,244,179
1974,74189,69 STREET,53 ROAD,53 DRIVE,SB,01/28/2012,150,120,93,77,91,86,94,147,283,350,365,437,438,0,0,0,0,0,0,0,0,0,0,0
1975,66648,48 STREET,54 ROAD,55 AVENUE,NB,01/24/2012,68,34,43,72,121,178,258,360,385,462,351,281,298,315,332,326,296,282,207,197,201,144,94,66
1976,66648,48 STREET,54 ROAD,55 AVENUE,NB,01/25/2012,48,37,45,74,127,169,249,413,349,452,271,286,293,272,322,299,297,253,203,200,188,120,98,66
1977,66648,48 STREET,54 ROAD,55 AVENUE,NB,01/26/2012,63,33,44,79,128,178,275,390,408,458,338,377,307,302,343,280,253,250,202,179,190,122,108,64
1978,66648,48 STREET,54 ROAD,55 AVENUE,NB,01/27/2012,56,48,39,61,111,174,293,377,369,436,303,315,306,348,348,298,334,312,235,147,147,112,107,68
1979,66648,48 STREET,54 ROAD,55 AVENUE,NB,01/28/2012,68,52,33,47,55,89,125,155,138,148,170,122,0,0,0,0,0,0,0,0,0,0,0,0
1980,66648,48 STREET,54 ROAD,55 AVENUE,SB,01/24/2012,78,57,44,72,105,201,303,341,406,314,274,174,328,359,320,431,366,295,328,213,160,93,106,93
1981,66648,48 STREET,54 ROAD,55 AVENUE,SB,01/25/2012,80,50,57,69,92,197,340,357,451,345,295,303,332,335,303,335,269,214,214,194,157,113,99,100
1982,66648,48 STREET,54 ROAD,55 AVENUE,SB,01/26/2012,83,44,49,69,127,175,358,334,433,325,315,313,329,330,340,329,345,349,427,222,131,103,95,82
1983,66648,48 STREET,54 ROAD,55 AVENUE,SB,01/27/2012,77,56,44,76,106,193,293,356,422,312,280,271,301,293,323,348,342,351,259,174,175,114,112,74
1984,66648,48 STREET,54 ROAD,55 AVENUE,SB,01/28/2012,77,59,38,51,57,99,135,169,155,164,187,138,0,0,0,0,0,0,0,0,0,0,0,0
1985,66886,58 STREET,55 AVENUE,55 DRIVE,NB,01/24/2012,26,21,16,18,39,97,175,250,250,179,183,161,199,199,172,244,243,206,144,123,75,58,47,25
1986,66886,58 STREET,55 AVENUE,55 DRIVE,NB,01/25/2012,29,11,25,15,42,105,193,268,267,192,204,173,189,205,166,244,209,202,130,93,78,58,54,36
1987,66886,58 STREET,55 AVENUE,55 DRIVE,NB,01/26/2012,25,23,15,11,39,97,169,278,250,217,205,182,208,179,187,260,216,198,161,116,67,47,43,41
1988,66886,58 STREET,55 AVENUE,55 DRIVE,NB,01/27/2012,27,21,17,18,41,93,171,250,245,182,182,160,173,200,190,220,211,184,157,102,99,66,119,44
1989,66886,58 STREET,55 AVENUE,55 DRIVE,NB,01/28/2012,24,21,13,14,20,40,75,104,111,119,116,45,0,0,0,0,0,0,0,0,0,0,0,0
1990,66886,58 STREET,55 AVENUE,55 DRIVE,SB,01/24/2012,45,51,59,88,205,377,483,520,427,439,434,331,368,413,446,464,449,427,313,218,143,121,132,88
1991,66886,58 STREET,55 AVENUE,55 DRIVE,SB,01/25/2012,53,45,51,48,115,228,427,450,425,383,353,384,390,453,445,446,433,318,223,158,112,141,100,57
1992,66886,58 STREET,55 AVENUE,55 DRIVE,SB,01/26/2012,45,54,54,89,197,354,474,495,409,439,426,320,337,426,492,486,401,286,184,121,129,111,81,58
1993,66886,58 STREET,55 AVENUE,55 DRIVE,SB,01/27/2012,42,57,69,166,363,471,480,465,353,377,360,370,446,448,496,411,287,245,178,115,87,126,85,69
1994,66886,58 STREET,55 AVENUE,55 DRIVE,SB,01/28/2012,62,47,97,112,174,186,200,215,222,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,NB,02/14/2012,50,35,23,19,27,70,234,397,495,368,352,304,360,357,330,356,384,432,433,392,291,237,186,159
1996,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,NB,02/15/2012,89,53,25,25,31,57,213,409,501,382,367,353,353,312,335,392,392,339,375,344,296,238,166,105
1997,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,NB,02/16/2012,75,24,21,29,37,49,243,408,473,370,329,359,326,332,337,368,365,406,415,377,319,247,163,118
1998,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,NB,02/17/2012,78,45,22,33,41,64,123,325,440,357,342,317,355,353,348,391,404,402,438,318,0,0,0,0
1999,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,02/14/2012,17,16,10,7,14,29,101,188,197,163,135,154,160,215,234,220,276,291,244,176,113,102,48,49
2000,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,02/15/2012,25,19,12,10,12,29,93,143,170,155,142,133,138,181,220,220,264,252,222,141,127,81,59,44
2001,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,02/16/2012,24,9,18,8,12,28,121,161,197,125,137,137,142,156,132,210,229,225,215,194,126,75,58,50
2002,81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,SB,02/17/2012,24,17,12,8,15,34,99,192,187,165,155,159,179,174,232,221,195,253,184,160,131,46,0,0
2003,73845,65 PLACE,62 STREET,53 AVENUE,NB,01/24/2012,38,17,14,22,30,75,234,284,309,210,150,197,206,229,230,249,282,255,227,175,148,135,82,68
2004,73845,65 PLACE,62 STREET,53 AVENUE,NB,01/25/2012,34,19,23,13,25,78,143,340,333,195,196,312,350,270,296,201,248,250,200,188,146,103,96,63
2005,73845,65 PLACE,62 STREET,53 AVENUE,NB,01/26/2012,48,19,26,21,35,80,188,355,347,216,175,180,124,182,251,256,267,225,235,179,146,149,99,59
2006,73845,65 PLACE,62 STREET,53 AVENUE,NB,01/27/2012,38,18,15,22,30,74,241,220,332,231,165,190,209,223,235,270,280,242,251,225,175,171,138,93
2007,73845,65 PLACE,62 STREET,53 AVENUE,NB,01/28/2012,75,50,46,32,43,62,75,117,173,182,188,290,148,0,0,0,0,0,0,0,0,0,0,0
2008,73845,65 PLACE,62 STREET,53 AVENUE,SB,01/24/2012,50,34,27,22,30,41,92,202,223,173,150,172,156,180,285,336,360,375,318,244,187,177,114,96
2009,73845,65 PLACE,62 STREET,53 AVENUE,SB,01/25/2012,68,37,21,14,23,44,114,196,248,175,197,181,188,217,270,348,356,381,314,258,193,147,124,100
2010,73845,65 PLACE,62 STREET,53 AVENUE,SB,01/26/2012,73,32,27,21,27,42,96,230,280,160,159,194,206,187,269,306,311,378,315,266,170,138,128,98
2011,73845,65 PLACE,62 STREET,53 AVENUE,SB,01/27/2012,59,35,29,22,35,50,98,223,239,200,161,169,173,203,301,330,354,347,339,282,214,193,160,135
2012,73845,65 PLACE,62 STREET,53 AVENUE,SB,01/28/2012,93,65,56,45,65,50,61,115,136,192,213,257,150,0,0,0,0,0,0,0,0,0,0,0
2013,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/08/2012,82,39,26,28,59,163,387,561,523,401,373,407,383,454,509,518,529,513,495,355,306,281,205,121
2014,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/09/2012,64,45,30,23,59,177,400,575,558,365,372,370,375,425,546,528,517,514,498,456,345,281,202,133
2015,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/10/2012,100,51,50,25,60,175,386,563,539,449,400,423,408,482,606,553,573,586,543,520,398,369,270,226
2016,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/11/2012,158,112,76,49,51,73,135,175,318,374,452,491,548,519,565,522,529,469,511,450,316,309,273,220
2017,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/12/2012,172,140,92,55,52,48,82,125,193,238,376,444,502,524,486,447,487,389,350,340,244,260,182,119
2018,49635,80 STREET,67 DRIVE,68 AVENUE,NB,02/13/2012,73,45,25,26,60,140,357,533,509,399,349,389,,,,,,,,,,,,
2019,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/08/2012,113,47,33,37,38,107,230,619,504,360,431,449,485,521,620,766,799,832,749,559,396,325,248,166
2020,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/09/2012,103,62,39,40,40,96,237,619,521,340,406,394,466,533,598,740,853,873,775,599,490,395,262,189
2021,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/10/2012,120,50,41,39,50,105,261,600,537,427,460,488,504,557,595,785,847,975,870,667,561,467,348,275
2022,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/11/2012,215,125,105,65,54,70,114,147,312,399,469,585,624,658,641,650,644,620,640,520,443,446,344,296
2023,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/12/2012,165,139,100,72,72,54,64,110,185,261,392,510,583,603,547,582,612,556,508,418,317,282,169,152
2024,49635,80 STREET,67 DRIVE,68 AVENUE,SB,02/13/2012,103,53,37,23,43,101,215,562,528,378,410,403,,,,,,,,,,,,
2025,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,NB,02/14/2012,15,10,5,6,9,19,81,308,335,169,134,151,156,197,263,244,242,227,227,161,120,68,43,30
2026,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,NB,02/15/2012,13,18,10,8,11,14,85,325,332,193,133,132,165,170,262,226,168,226,172,150,93,60,39,22
2027,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,NB,02/16/2012,13,7,12,3,12,19,82,326,329,151,122,158,150,147,256,231,187,216,172,150,83,61,39,35
2028,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,NB,02/17/2012,21,14,11,9,9,17,80,311,361,179,152,167,60,0,0,0,0,0,0,0,0,0,0,0
2029,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,SB,02/14/2012,18,11,4,2,4,10,40,202,265,161,115,165,185,190,235,278,293,330,260,207,116,93,72,37
2030,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,SB,02/15/2012,15,13,8,8,8,13,38,196,276,146,141,140,120,148,239,242,236,284,220,191,129,81,54,27
2031,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,SB,02/16/2012,18,9,11,3,8,11,41,200,268,129,121,130,164,166,219,272,286,278,229,163,134,89,59,37
2032,101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,SB,02/17/2012,19,14,4,11,7,10,44,193,259,149,132,161,45,0,0,0,0,0,0,0,0,0,0,0
2033,74299,69 STREET,60 ROAD,60 DRIVE,NB,01/29/2012,206,147,119,86,89,87,138,188,227,364,440,517,603,590,605,588,549,506,479,418,359,264,223,148
2034,74299,69 STREET,60 ROAD,60 DRIVE,NB,01/30/2012,84,58,50,57,105,266,529,695,656,471,448,430,473,493,576,604,532,523,474,481,328,264,241,141
2035,74299,69 STREET,60 ROAD,60 DRIVE,NB,01/31/2012,128,52,38,54,98,282,552,682,684,458,454,491,485,535,606,612,520,555,527,474,379,343,258,143
2036,74299,69 STREET,60 ROAD,60 DRIVE,NB,02/01/2012,117,55,48,67,91,281,525,711,640,469,454,519,498,492,589,596,560,532,557,483,395,326,239,170
2037,74299,69 STREET,60 ROAD,60 DRIVE,NB,02/02/2012,129,65,63,70,89,267,573,712,690,497,434,488,505,515,551,631,562,592,547,451,361,321,241,172
2038,74299,69 STREET,60 ROAD,60 DRIVE,NB,02/03/2012,132,77,65,76,102,273,557,711,664,484,455,528,,,,,,,,,,,,
2039,74299,69 STREET,60 ROAD,60 DRIVE,SB,01/29/2012,270,192,132,141,119,70,68,143,204,325,326,443,552,561,625,584,569,568,518,466,372,290,245,180
2040,74299,69 STREET,60 ROAD,60 DRIVE,SB,01/30/2012,100,64,52,48,72,121,231,480,462,334,424,440,451,544,675,773,693,782,690,523,423,335,221,184
2041,74299,69 STREET,60 ROAD,60 DRIVE,SB,01/31/2012,122,79,33,41,78,121,238,516,449,422,451,475,496,518,587,767,807,834,809,554,447,370,265,192
2042,74299,69 STREET,60 ROAD,60 DRIVE,SB,02/01/2012,156,79,42,50,75,131,210,498,497,409,418,495,476,525,577,762,778,851,772,589,464,388,275,242
2043,74299,69 STREET,60 ROAD,60 DRIVE,SB,02/02/2012,145,74,43,54,74,122,222,525,449,420,422,528,515,523,718,773,793,832,799,609,480,374,280,199
2044,74299,69 STREET,60 ROAD,60 DRIVE,SB,02/03/2012,165,97,62,52,97,126,240,476,497,419,475,509,,,,,,,,,,,,
2045,74501,CALDWELL AVENUE,72 STREET,74 STREET,WB,01/24/2012,25,13,12,14,14,33,78,214,231,124,170,173,164,193,236,256,266,295,246,206,144,110,81,43
2046,74501,CALDWELL AVENUE,72 STREET,74 STREET,WB,01/25/2012,32,13,12,10,12,28,92,212,226,135,151,191,153,180,215,292,234,260,230,187,159,127,77,39
2047,74501,CALDWELL AVENUE,72 STREET,74 STREET,WB,01/26/2012,26,11,17,8,12,28,77,201,220,123,156,167,159,176,250,285,248,221,237,198,146,132,72,50
2048,74501,CALDWELL AVENUE,72 STREET,74 STREET,WB,01/27/2012,30,21,18,9,10,31,96,186,231,151,191,243,222,209,240,269,242,226,236,164,130,125,70,46
2049,74501,CALDWELL AVENUE,72 STREET,74 STREET,WB,01/28/2012,74,36,29,13,11,10,44,61,137,189,117,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,NB,02/14/2012,22,16,12,5,13,12,23,78,228,323,180,117,133,114,130,109,170,154,159,139,146,116,80,61
2051,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,NB,02/15/2012,60,15,12,5,13,14,21,77,226,318,210,95,87,92,110,114,183,140,150,141,153,123,75,42
2052,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,NB,02/16/2012,30,19,15,5,9,12,22,78,222,325,193,100,106,104,112,126,160,152,133,143,127,123,67,49
2053,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,NB,02/17/2012,34,24,10,7,9,10,25,83,222,306,214,127,103,98,117,19,0,0,0,0,0,0,0,0
2054,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,SB,02/14/2012,37,15,7,5,5,17,59,117,186,114,106,91,126,143,187,305,335,341,336,209,127,82,71,60
2055,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,SB,02/15/2012,43,24,11,0,7,18,44,114,188,109,92,101,140,121,207,293,305,373,247,186,153,122,86,51
2056,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,SB,02/16/2012,28,15,9,7,4,12,52,120,186,106,95,142,150,156,225,299,364,385,326,246,127,97,80,48
2057,102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,SB,02/17/2012,38,18,9,8,6,18,48,119,204,104,101,117,153,99,0,0,0,0,0,0,0,0,0,0
2058,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,01/31/2012,106,62,50,53,63,133,265,499,475,371,307,336,402,429,543,758,692,720,711,558,412,314,274,190
2059,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,02/01/2012,111,78,67,56,71,152,252,469,451,341,311,358,398,466,551,731,729,707,662,596,437,375,253,196
2060,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,02/02/2012,135,67,75,40,80,138,270,486,478,320,313,339,330,461,576,756,694,702,679,569,431,365,268,207
2061,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,02/03/2012,108,87,85,67,82,142,266,455,474,373,343,387,446,485,595,776,776,739,624,645,550,446,423,278
2062,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,02/04/2012,232,132,141,121,155,111,154,212,296,325,390,451,507,578,575,637,608,593,619,507,486,414,376,351
2063,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,EB,02/05/2012,273,143,138,117,156,125,107,132,191,254,322,377,,,,,,,,,,,,
2064,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,01/31/2012,82,72,39,44,57,149,430,821,726,537,393,367,396,391,493,484,519,569,478,429,325,277,252,174
2065,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,02/01/2012,115,65,48,47,62,159,394,774,704,571,418,381,380,400,499,516,543,563,487,413,343,289,236,164
2066,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,02/02/2012,96,67,43,42,59,147,445,815,725,481,433,395,359,395,489,497,551,570,465,403,334,302,278,180
2067,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,02/03/2012,110,58,60,45,71,149,443,791,673,527,434,400,441,434,478,514,521,623,631,523,413,386,321,279
2068,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,02/04/2012,188,139,115,79,114,110,208,240,364,388,451,454,469,551,501,561,540,560,505,458,399,386,368,308
2069,48672,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,WB,02/05/2012,225,145,117,107,101,99,135,140,195,276,344,385,,,,,,,,,,,,
2070,49594,COOPER AVENUE,76 STREET,78 STREET,EB,02/14/2012,68,34,22,29,18,75,172,430,389,366,404,395,435,465,536,583,619,706,686,526,398,393,268,192
2071,49594,COOPER AVENUE,76 STREET,78 STREET,EB,02/15/2012,138,66,45,33,24,54,168,435,499,309,449,480,428,416,673,857,1152,991,828,585,415,293,196,174
2072,49594,COOPER AVENUE,76 STREET,78 STREET,EB,02/16/2012,96,38,34,25,26,59,187,406,405,347,448,394,390,394,478,549,622,715,601,519,495,385,270,203
2073,49594,COOPER AVENUE,76 STREET,78 STREET,EB,02/17/2012,145,90,109,35,36,115,278,645,704,709,600,778,474,0,0,0,0,0,0,0,0,0,0,0
2074,49594,COOPER AVENUE,76 STREET,78 STREET,WB,02/14/2012,130,61,53,61,60,207,480,1044,926,743,829,810,841,901,1047,1162,1155,1272,1247,1012,707,655,431,315
2075,49594,COOPER AVENUE,76 STREET,78 STREET,WB,02/15/2012,223,118,76,55,68,185,536,1103,1048,679,715,832,832,814,1003,1109,1126,1135,1096,882,673,518,342,266
2076,49594,COOPER AVENUE,76 STREET,78 STREET,WB,02/16/2012,156,83,58,53,74,186,464,1029,908,721,759,797,785,790,936,1045,1063,1223,1088,842,671,509,350,249
2077,49594,COOPER AVENUE,76 STREET,78 STREET,WB,02/17/2012,165,91,106,50,61,182,449,1017,955,770,732,832,421,0,0,0,0,0,0,0,0,0,0,0
2078,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/08/2012,33,12,10,23,33,64,176,408,357,305,284,313,341,344,400,469,460,438,422,281,234,191,112,67
2079,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/09/2012,49,29,21,18,31,68,162,437,371,269,335,331,355,379,456,440,479,502,427,296,236,186,119,90
2080,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/10/2012,55,22,43,16,36,77,158,405,352,320,321,385,365,417,395,429,510,495,478,438,309,332,232,188
2081,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/11/2012,148,72,61,50,30,43,69,118,196,309,330,388,375,474,486,431,489,401,407,395,270,337,285,223
2082,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/12/2012,144,76,89,49,27,32,44,64,109,195,262,320,410,446,426,383,385,345,352,261,161,182,88,63
2083,52378,COOPER AVENUE,83 STREET,84 STREET,EB,02/13/2012,36,13,20,17,29,75,160,393,308,290,294,385,,,,,,,,,,,,
2084,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/08/2012,53,25,16,22,34,87,218,456,411,353,336,393,385,377,432,518,513,515,461,359,280,193,129,90
2085,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/09/2012,53,33,17,17,29,92,188,419,407,350,349,376,401,382,427,541,521,558,467,361,266,266,146,114
2086,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/10/2012,65,40,35,21,28,102,203,432,400,352,368,371,444,457,458,529,600,576,473,512,385,417,270,202
2087,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/11/2012,116,101,56,40,51,52,74,104,221,329,374,441,483,514,441,456,537,440,489,423,353,390,230,192
2088,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/12/2012,124,94,81,52,51,34,48,69,151,203,275,363,443,479,454,471,465,388,416,346,215,184,110,64
2089,52378,COOPER AVENUE,83 STREET,84 STREET,WB,02/13/2012,61,34,20,25,41,86,164,449,409,335,297,275,,,,,,,,,,,,
2090,81633,CORONA AVENUE,ALSTYNE AVENUE,94 STREET,EB,01/30/2012,164,89,64,52,98,109,211,301,353,317,338,344,365,368,435,460,451,496,494,404,346,263,248,186
2091,81633,CORONA AVENUE,ALSTYNE AVENUE,94 STREET,EB,01/31/2012,124,74,67,55,74,111,180,326,373,355,308,347,328,361,400,451,474,483,518,446,337,257,245,187
