Segment ID,Roadway Name,From,To,segment_average_sum
81694,63 Drive,Austin Street,Wetherole Street,10080
81722,Junction Boulevard,Horace Harding Expressway,62 Drive,12762
81815,63 DRIVE,WETHEROLE STREET,BOOTH STREET,9448
82326,108 Street,62 Avenue,Apex Place,16999
82335,108 STREET,62 DRIVE,63 AVENUE,13569
82507,GRAND CENTRAL PARKWAY,62 DRIVE,62 AVENUE,3153
82920,Van Wyck Expressway Exit 11 SB,East Meadow Lake Bridge,Jewel Avenue,17223
83650,114 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,NA
84009,126 STREET,37 AVENUE,38 AVENUE,NA
84369,COLLEGE POINT BOULEVARD,KING ROAD,36 ROAD,18244
84407,COLLEGE POINT BOULEVARD,34 AVENUE,35 AVENUE,NA
85792,ROSEDALE AVENUE,EAST 174 STREET,CROSS BRONX EXPRESSWAY,NA
85801,EAST 174 STREET,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,NA
85912,BRONX PARK EAST,BRADY AVENUE,MARAN PLACE,20944
86118,WESTCHESTER AVENUE,WHITE PLAINS ROAD,HUGH J GRANT CIRCLE,6994
86360,PAULDING AVENUE,LYDIG AVENUE,NEILL AVENUE,1615
86541,BRUCKNER BOULEVARD,CASTLE HILL AVENUE,HAVEMEYER AVENUE,6411
86554,CASTLE HILL AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,NA
86910,ZEREGA AVENUE,HERMANY AVENUE,STORY AVENUE,NA
87423,HUTCHINSON RIVER PKWY,LAURIE AVENUE,ST THERESA AVENUE,2141
87447,BRONX PARK EAST,MARAN PLACE,LYDIG AVENUE,20945
87453,WHITE PLAINS ROAD,LYDIG AVENUE,PELHAM PARKWAY,11248
87459,BOSTON ROAD,BRONX PARK EAST,PELHAM PARKWAY,23568
87479,PELHAM PARKWAY SOUTH,WHITE PLAINS ROAD,CRUGER AVENUE,7931
87483,Pelham Parkway,White Plains Road,Cruger Avenue,5225
87615,BRONX BOULEVARD,EAST 213 STREET,EAST 216 STREET,NA
87636,PELHAM PARKWAY NORTH,HOLLAND AVENUE,WALLACE AVENUE,2730
87648,ASTOR AVENUE,BARNES AVENUE,MATTHEWS AVENUE,3572
87808,Bronxwood Avenue,Mace Avenue,Allerton Avenue,2297
87818,ALLERTON AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,9203
87901,ESPLANADE,HONE AVENUE,LURTING AVENUE,1185
87949,WILLIAMSBRIDGE ROAD,ALLERTON AVENUE,RADCLIFF AVENUE,5125
88020,BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,8288
88022,BRONXWOOD AVENUE,EAST 215 STREET,EAST 216 STREET,NA
88031,Lydig Avenue,Tomlinson Avenue,Willamsbridge Road,4763
88039,NEILL AVENUE,HERING AVENUE,TENBROECK AVENUE,3027
88048,WILLIAMSBRIDGE ROAD,LYDIG AVENUE,PELHAM PARKWAY,22409
88097,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,2570
88106,LACONIA AVENUE,ADEE AVENUE,BURKE AVENUE,NA
88121,BURKE AVENUE,TENBROECK AVENUE,PEARSALL AVENUE,NA
88137,LACONIA AVENUE,EAST 213 STREET,EAST 214 STREET,NA
88159,NEILL AVENUE,TENBROECK AVENUE,NARRAGANSETT AVENUE,2482
88277,EAST GUN HILL ROAD,THROOP AVENUE,BOUCK AVENUE,NA
88296,BOSTON ROAD,FISH AVENUE,WILSON AVENUE,20488
88298,BOSTON ROAD,FISH AVENUE,SEYMOUR AVENUE,18391
88431,EASTCHESTER ROAD,MC DONALD STREET,RHINELANDER AVENUE,16166
88518,EASTCHESTER ROAD,GIVAN AVENUE,TILLOTSON AVENUE,NA
88574,STILLWELL AVENUE,MC DONALD STREET,RHINELANDER AVENUE,5675
88779,BARTOW AVENUE,WICKHAM AVENUE,BRUNER AVENUE,NA
88781,BARTOW AVENUE,ELY AVENUE,BRUNER AVENUE,19968
88826,BAYCHESTER AVENUE,TILLOTSON AVENUE,ELEVATED BRIDGE,19158
88831,BAYCHESTER AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,NA
88880,BRONX BOULEVARD,EAST 219 STREET,EAST 216 STREET,4971
88927,WEBSTER AVENUE,EAST 233 STREET,EAST 234 STREET,16354
89015,East 233 Street,Webster Avenue,Bronx River Parkway,36149
89142,NEREID AVENUE,BULLARD AVENUE,BRONX BOULEVARD,NA
89274,EAST 241 STREET,CARPENTER AVENUE,BRONX BOULEVARD,NA
89278,EAST 241 STREET,CARPENTER AVENUE,MATILDA AVENUE,NA
89398,WHITE PLAINS ROAD,ST OUEN STREET,PENFIELD STREET,NA
89600,PITMAN AVENUE,WILDER AVENUE,MURDOCK AVENUE,9099
89603,PITMAN AVENUE,MURDOCK AVENUE,HILL AVENUE,NA
89610,EAST 241 STREET,HILL AVENUE,MURDOCK AVENUE,3892
89614,NEREID AVENUE,HILL AVENUE,MONTICELLO AVENUE,NA
89822,Horace Harding Expressway SR,134 Street,135 Street,7101
89865,JEWEL AVE,136 STREET,138 STREET,12837
90062,MAIN STREET,GRAVETT ROAD,MELBOURNE AVENUE,13837
90253,UNION TURNPIKE,ENTRANCE INTO UNION TPKE,141 STREET,12359
90259,141 STREET,UNION TURNPIKE,UNION TURNPIKE,11293
90815,164 STREET,67 AVENUE,69 AVENUE,13683
91014,BOOTH MEMORIAL AVENUE,COLLEGE POINT BOULEVARD,133 STREET,NA
91029,COLLEGE POINT BOULEVARD,AVERY AVENUE,FOWLER AVENUE,NA
91191,MAIN STREET,37 AVENUE,38 AVENUE,NA
91313,UNION STREET,37 AVE,39 AVE,15776
91315,Union Street,39 Avenue,Roosevelt Avenue,14993
91423,PARSONS BOULEVARD,NORTHERN BOULEVARD,37 AVENUE,13589
91425,PARSONS BOULEVARD,37 AVENUE,38 AVENUE,12747
91529,SANFORD AVE,147 STREET,149 STREET,9430
91535,ROOSEVELT AVE,147 STREET,149 STREET,6394
93536,CALHOUN AVENUE,DEWEY AVENUE,CROSS BRONX EXPRESSWAY,NA
93606,EAST TREMONT AVENUE,MILES AVENUE,LAWTON AVENUE,NA
93653,EAST TREMONT AVENUE,HARDING AVENUE,SILVER BEACH PLACE,2228
93757,EAST 177 STREET,HARDING AVENUE,LAWTON AVENUE,3880
93870,PENNYFIELD AVENUE,GIEGERICH PLACE,GLENNON PLACE,NA
93887,PENNYFIELD AVENUE,MULLEN PLACE,HARDING AVENUE,6629
94154,LAFAYETTE AVENUE,EAST 177 STREET,HUTCHINSON RIVER PARKWAY,8168
94468,WESTCHESTER AVENUE,ARNOW PLACE,SANDS PLACE,8491
94485,Bruckner Boulevard,Arnow Place,Sands Place,7838
94486,BRUCKNER BOULEVARD,SANDS PLACE,WILKINSON AVENUE,11025
94639,Bruckner Expressway,Sands Place,Arnow Place,8163
95195,WESTCHESTER AVENUE,BURR AVENUE,BRUCKNER BOULEVARD,14818
95270,LEXINGTON AVENUE,121ST ST,120TH ST,11553
95433,Pelham Bridge,Bruckner Expressway,City Island Road,19332
95624,Dyre Avenue,West kingsbridge Road,Dark Street,9441
95712,CONNER STREET,HOLLERS AVENUE,BOSTON ROAD,NA
96010,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,2917
96042,HOMELAWN STREET,84 AVE,84 ROAD,11765
96120,UTOPIA PARKWAY,65 AVENUE,67 AVENUE,11255
96504,Horace Harding Expressway SR,193 Street,192 Street,7391
96615,73 AVENUE,194 STREET,195 STREET,9751
96629,73 AVENUE,195 STREET,196 STREET,6217
96661,188 STREET,HENLEY ROAD,87 ROAD,13721
96671,188 STREET,RIO DRIVE,HENLEY ROAD,28340
96707,UNION TURNPIKE,195 STREET,196 STREET,14932
96940,FRANCIS LEWIS BOULEVARD,EPSOM COURSE,204 STREET,15918
97278,HOLLIS COURT BLVD,189 STREET,47 AVE,11024
97285,47 AVENUE,190 STREET,192 STREET,NA
97302,45 AVENUE,193 STREET,192 STREET,3385
97306,NORTHERN BOULEVARD,190 STREET,191 STREET,32554
97309,NORTHERN BOULEVARD,191 STREET,192 STREET,NA
97387,UNDERHILL AVE,53 AVE,58 AVE,1798
97405,58 AVENUE,192 STREET,UNDERHILL AVENUE,6472
97455,45 AVENUE,194 STREET,195 STREET,NA
97486,FRANCIS LEWIS BOULEVARD,STATION ROAD,42 AVENUE,NA
97492,35 AVE,200 STREET,CROCHERON AVE,12183
97521,35 AVENUE,203 STREET,202 STREET,10866
97525,35 AVENUE,203 STREET,204 STREET,NA
97537,56 AVE,194 STREET,195 STREET,657
97825,Clearview Expressway SR,38 Avenue,39 Avenue,2737
98006,NORTHERN BOULEVARD,209 STREET,OCEANIA STREET,35843
98008,NORTHERN BOULEVARD,OCEANIA STREET,CORPORAL KENNEDY STREET,35097
98013,NORTHERN BOULEVARD,CORPORAL KENNEDY STREET,210 STREET,NA
98338,BELL BOULEVARD,45 DRIVE,46 AVENUE,NA
98540,SPRINGFIELD BOULEVARD,219 STREET,46 AVENUE,NA
98876,26 AVE,200 STREET,202 STREET,9757
100159,212 Street,Whitehall Terrace,Hillside Avenue,19636
100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,24322
100288,HILLSIDE AVENUE,VANDERVEER STREET,215 STREET,21692
100527,SPRINGFIELD BOULEVARD,89 AVENUE,90 AVENUE,9920
100656,BRADDOCK AVENUE,BILLINGS STREET,90 AVENUE,9028
100794,Winchester Boulevard,88 Avenue,88 Avenue,4486
101036,BELL BOULEVARD,67 AVENUE,68 AVENUE,5240
101166,SPRINGFIELD BOULEVARD,64 AVENUE,67 AVENUE,8547
101614,MARYLAND RD,DOUGLASTON PKWY,HANFORD ST,189
101621,Douglaston Parkway,Maryland Road,Van Zandt Avenue,10518
101628,DOUGLASTON PARKWAY,52 AVENUE,THORNHILL AVENUE,12566
101668,DOUGLASTON PARKWAY,68 AVENUE,69 AVENUE,6290
101855,MARATHON PKWY,DEEPDALE AVE,RUSHMORE AVE,6505
101928,Marathon Parkway,60 Avenue,61 Avenue,4718
102036,MARATHON PKWY,61 AVE,63 AVE,5509
102098,Bates Road,Concord Street,Nassau County Line,3161
102398,LITTLE NECK PARKWAY,PEMBROKE AVENUE,WEST END DRIVE,17290
102486,Cross Island Parkway SR,87 Avenue,88 Avenue,1592
102582,Cross Island Parkway SR,87 Avenue,88 Avenue,1599
102597,COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,4823
102625,COMMONWEALTH BOULEVARD,86 AVENUE,85 ROAD,5303
102849,LITTLE NECK PARKWAY,86 AVENUE,87 AVENUE,6499
103053,LITTLE NECK PARKWAY,58 AVENUE,59 AVENUE,10657
103498,164 Street,Chapin Parkway,84 Avenue,11129
103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,16031
105624,FINGERBOARD ROAD,CLEVELAND PLACE,COLUMBIA AVENUE,9153
105952,East Drive,Parade Place,St. Pauls Place,1031
106040,Wanamaker Place,Lafayette Street,Broadway,8027
106044,East 23 Street,Broadway,Madison Avenue,21882
106115,Columbus Circle,Broadway,8 Avenue,27988
106265,Riverside Drive,163 Street,West 165 Street,15977
106666,North Conduit Avenue,140 Street,142 Street,18214
106890,39 Avenue,50 Street,51 Street,6835
106891,39 Avenue,50 Street,51 Street,7716
106892,51 STREET,39 AVENUE,SKILLMAN AVENUE,3235
106919,MORRIS AVENUE,CONCOURSE VILLAGE EAST,EAST 156 STREET,15833
106931,WEST 155 ST,ST NICHOLAS AVE,EDGECOMBE AVE,20564
107111,SOUTHERN BOULEVARD,ALDUS STREET,EAST 163 STREET,10933
107126,Tinton Street,Home Street,168 Street,2907
107183,Moshoulu Parkway,Van Courtlandt Avenue East,Grand Concourse,18386
107711,LITTLE NECK PARKWAY,60 AVENUE,61 AVENUE,10166
107937,Delafield Ave,Clove Rd,Raymond Place,NA
107956,HYLAN BLVD,NARROWS RD SO,STEUBEN ST,NA
107980,Arthur Kill Road,Token Street,Crossfield Avenue,14209
108082,VAN BRUNT ST,CENSUS BOUNDARY,DE GRAW ST,NA
108388,ARTHUR KILL ROAD,ENGLEWOOD AVENUE,SHARROTTS ROAD,5232
108665,73 PLACE SLIP LANE,COOPER AVENUE,CENTRAL AVENUE,4646
108716,1 AVE,EAST 120 ST,EAST 124 ST,23611
108794,PROSPECT AVENUE,EAST 152 STREET,AVENUE ST JOHN,5087
108866,BAINBRIDGE AVENUE,213 STREET,JEROME AVENUE,8112
109335,FLUSHING AVE,THORNTON ST,WHIPPLE ST,13154
109429,ROOSEVELT AVENUE,57 STREET,58 STREET,16322
109457,MAURICE AVENUE,65 STREET,51 ROAD,6823
109759,EVERTON AVENUE,WOODROW ROAD,SPERRY PLACE,479
109816,10 AVENUE,67 STREET,68 STREET,5390
110262,GLEN STREET,BLOOMFIELD AVENUE,FAHY AVE,4994
110263,Glen Street,Lois Lane,South Avenue,5090
110418,Ralph Avenue,Sumpter Street,Mac Dougal Street,18984
110444,BROADWAY,PILLING STREET,MARION STREET,9495
110445,BROADWAY,GRANITE STREET,PILLING STREET,11208
110463,GRAND AVE,CATHERINE ST,OLIVE ST,14874
110630,PARK AVENUE VIADUCT,EAST 42 STREET,43 STREET,24606
110789,Rockland Avenue,Brielle Avenue,Manor Road,15152
110941,Lafayette Street,Spring Street,Prince Street,11984
110942,Lafayette Street,Prince Street,Spring Street,12492
111203,Exterior Street,East 138 Street,East 135 Street,23711
111224,AMSTERDAM AVE,WEST 167 ST,WEST 168 ST,15231
111329,ROOSEVELT AVENUE,56 STREET,57 STREET,11163
111515,MYRTLE AVENUE,FREEDOM DRIVE,108 STREET,NA
111646,NOSTRAND AVENUE,FARRAGUT ROAD,FOSTER AVENUE,7470
111919,Eastchester Road,East Gun Hill Road,Adee Avenue,10177
112135,Amboy Rd,Beach Ave,3rd St,17557
112136,AMBOY ROAD,3 STREET,DALE AVENUE,15706
112206,Todt Hill Road,Sussex Avenue,Ocean Terrace,19607
112418,LITTLE CLOVE ROAD,CLOVE ROAD,ONEIDA AVENUE,5098
112431,RICHMOND ROAD,BALTIC AVENUE,CLOVE ROAD,15257
112566,VAN DUZER STREET,JAKE COURT,BROAD STREET,8213
112567,VAN DUZER STREET,JAKE COURT,MAXIE COURT,NA
112603,BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,14103
112817,111 AVENUE,140 STREET,141 STREET,4514
113134,Sedgwick Avenue,West Fordham Road,West 183 Street,11828
113361,58 Street,Northern Boulevard,34 Avenue,2371
113432,Elmhurst Avenue,91 Street,92 Street,1895
113476,WEBSTER AVENUE,CLAY AVENUE,EAST MT EDEN AVENUE,19587
113914,Roosevelt Avenue,Janet Place,Van Wyck Expressway,8803
114236,Westchester Avenue,Wilkinson Avenue,Continental Avenue,7306
114825,TARGEE STREET,RICHMOND ROAD,COLUMBUS AVENUE,11148
114869,HYLAN BLVD,OLGA PL,STEUBEN ST,NA
114953,Van Duzer Street,Stone Street,Court Street,6175
115284,79 Street Transverse,5 Avenue,East Drive,36599
115296,86 Street Transverse,5 Avenue,East Drive,13677
115821,94 Avenue,Van Wyck Expressway,138 Place,13448
116269,225 STREET,114 ROAD,115 AVENUE,1091
116416,LOUIS NINE  BOULEVARD,BOSTON ROAD,EAST 170 STREET,6770
116587,EAST GUN HILL ROAD,GIVAN AVENUE,PEARSALL AVENUE,16192
116588,EAST GUN HILL ROAD,PEARSALL AVENUE,THROOP AVENUE,17385
116598,EAST 222 STREET,WICKHAM AVENUE,BRUNER AVENUE,NA
116849,37 Avenue,Parsons Boulevard,147 Street,11742
117242,200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,1013
117714,97 Street Transverse,5 Avenue,East Drive,15125
117965,Roosevelt Avenue,Janet Place,Van Wyck Expressway,9597
118248,KOREAN WAR VETS PARKWAY SR,HEENAN AVENUE,ALBEE AVENUE,1289
118249,DRUMGOOLE ROAD EAST,IONIA AVENUE,IONIA AVENUE,1312
118494,RICHMOND ROAD,RALPH PLACE,SPRING STREET,14416
119021,ROCKAWAY BOULEVARD,148 AVENUE,175 STREET,50437
119639,Little Neck Parkway,West End Drive,Annadale Lane,13739
119642,Little Neck Parkway,Bates Road,Bates Road,15236
119816,SOUTHERN BOULEVARD,CROTONA PARK EAST,EAST 175 STREET,10004
119848,Center Drive,West Drive,Nethermead Arches,403
119858,Hylan Blvd,Dole St,Poillon Ave,25804
119860,GRAND AVENUE,REMSEN PLACE,66 STREET,21712
120482,BLOOMINGDALE ROAD,MARISA CIRCLE,WOODROW ROAD,12625
120618,CROPSEY AVE,7th AVE,14th AVE,10658
120627,5 Avenue,65 Street,Gowanus Expressway,10216
120687,Shore Parkway,East 14 Street,East 13 Street,10643
120740,COLUMBUS AVE,WEST 103 ST,WEST 100 ST,13386
121069,CROTONA AVENUE,CLAREMONT PARKWAY,CROTONA PARK NORTH,9169
121125,VAN CORTLANDT AVENUE EAST,ST GEORGE'S CRESCENT,EAST MOSHOLU PARKWAY SOUTH,NA
121148,WEST GUN HILL ROAD,MOSHOLU PARKWAY,WEST MOSHOLU PARKWAY NORTH,15245
122248,GRAND CENTRAL PARKWAY RIGHT ROADWAY,UNION TURNPIKE,42 AVENUE,37166
122461,8 AVE,BUTLER ST,DOUGLAS ST,NA
126531,DRUMGOOLE ROAD WEST,ANNADALE ROAD,WATKINS AVENUE,3287
126615,MARTLING AVENUE,BROOKSIDE AVENUE,BROOKS POND PLACE,10444
126961,COLONIAL ROAD,WAKEMAN PLACE,68 STREET,3831
126962,Colonial Road,67 Street,Senator Street,4204
127200,51 STREET,19 AVENUE,20 AVENUE,1342
127573,Dekalb Avenue,Tompkins Avenue,Throop Avenue,7394
127961,East 36 Street,Quentin Road,Avenue R,2581
128569,CYPRESS AVENUE,SUYDAM STREET,ALLEY,9231
128570,CYPRESS AVENUE,SUYDAM STREET,HART STREET,9851
128571,Cypress Avenue,Suydam Street,Hart Street,10361
128674,Remsen Avenue,Stillwells Place,Avenue L,13995
128838,Euclid Avenue,Blake Avenue,Dumont Avenue,6255
129029,METROPOLITAN AVENUE,PARK LINE SOUTH,FOREST PARK DRIVE,20838
129127,Linden Boulevard,144 Street,145 Street,14473
129486,115 ROAD,205 STREET,FRANCIS LEWIS BLVD,259
129650,VERNON BLVD,33rd RD,35th AVE,9793
130064,65 Place,53 Drive,53 Avenue,7106
130067,65 Place,53 Drive,53 Avenue,8151
130569,32 AVENUE,86 STREET,87 STREET,6487
130630,88 STREET,30 AVENUE,31 AVENUE,2251
130633,31 AVENUE,88 STREET,ALLEY,6649
131907,47 Avenue,190 Street,189 Street,4972
132490,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,29093
132595,WHITE PLAINS ROAD,EAST 215 STREET,EAST 216 STREET,9938
132712,EDSON AVENUE,NEW ENGLAND TY SB EN EDSON AVE,BARTOW AVENUE,NA
132790,LAUREL HILL BOULEVARD,58 STREET,58 PLACE,8915
132816,Baychester Avenue,Bartow Avenue,Hutchinson River Parkway,4730
132818,F D R DRIVE,STANTON STREET,DELANCEY STREET,61606
132874,Queens Boulevard,Long Island Expressway,62 Avenue,8258
133015,Little Neck Parkway,87 Avenue,87 Terrace,3969
133016,Little Neck Parkway,87 Avenue,87 Road,4337
133153,Northern Boulevard,Collins Place,Kings Road,26505
133218,FDR Drive,East 42 Street,East 43 Street,71939
133253,188 Street,64 Avenue,Horace Harding Expressway SR,7257
133254,188 Street,Horace Harding Expressway SR,64 Avenue,7587
133279,EAST FORDHAM ROAD,BRONX RIVER SHORELINE,PELHAM PARKWAY,32982
133472,BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,BRYANT AVENUE,13856
133554,Belt Parkway,South Conduit Avenue,Cohancy Street,72261
133710,East Tremont Avenue,Anthony Avenue,Monroe Avenue,4519
133711,East Tremont Avenue,Anthony Avenue,Monroe Avenue,5249
133942,65 STREET,5 AVENUE,6 AVENUE,18587
133951,Washington Bridge,Harlem River Shoreline,Harlem River Shoreline,32294
133984,7 AVE,WEST 148 ST,WEST 149 ST,13652
134071,Van Wyck Expressway,East Meadow Lake Bridge,Jewel Avenue,55378
134170,F D R DRIVE,30 STREET,34 STREET,131728
134372,Queens Boulevard,Union Turnpike,80 Road,2856
134461,Southern Boulevard,East Fordham Road,East Fordham Road,12524
134552,Grand Central Parkway,193 Street,Cunningham Park SR,71723
134555,FDR Drive,East 130 Street,East 129 Street,54918
134660,Woodhaven Boulevard,73 Avenue,74 Avenue,21925
134878,North Conduit Avenue,Tahoe Street,Raleigh Street,30255
135046,North Boundary Road,North Hangar Road,JFK Expressway,4845
135047,North Boundary Road,North Hangar Road,JFK Expressway,2929
135231,Cypress Hills Street,Jamaica Avenue,Jackie Robinson Parkway,10096
135232,Cypress Hills Street,Jackie Robinson Parkway,Jamaica Avenue,8543
135240,Merrick Boulevard,Farmers Boulevard,Belknap Street,14398
135278,164 STREET,67 AVE,69 AVE,14542
135496,Rockaway Boulevard,150 Road,North Boundary Road,25587
135507,Rockaway Boulevard,Brookville Boulevard,Brookville Boulevard,31818
135514,MAJOR DEEGAN EXPRESSWAY,MOSHOLU PARKWAY,VAN CORTLANDT PARK SOUTH,65769
135515,MAJOR DEEGAN EXPRESSWAY,MOSHOLU PARKWAY,VAN CORTLANDT PARK SOUTH,63381
135746,Rockaway Boulevard,Brookville Boulevard,Brookville Boulevard,32697
135759,Prospect Expressway,Caton Avenue,Albemarle Road,39485
135767,Prospect Expressway,Caton Avenue,Albemarle Road,32214
136049,FDR Drive,Stanton Street,East Houston Street,46001
136191,Rockaway Boulevard,North Boundary Road,150 Road,26403
136481,Ocean Parkway,Avenue T,Avenue S,1924
136482,Ocean Parkway,Avenue S,Avenue T,1327
136521,Cross Bronx Expressway,Rosedale Avenue,Commonwealth Avenue,54765
136522,Cross Bronx Expressway,Rosedale Avenue,Commonwealth Avenue,75421
136535,Main Street,63 Avenue,Gravett Road,7374
136625,FDR Drive,57 Street,56 Street,77067
136626,FDR Drive,57 Street,56 Street,53937
136635,F D R DRIVE,SUTTON SQUARE,EAST 57 STREET,76261
136707,Bruckner Boulevard,St. Anns Avenue,St. Anns Place,12140
136708,Bruckner Boulevard,St. Anns Avenue,St. Anns Place,25458
136814,Canal Street,Manhattan Bridge Approach,Bowery,7739
136836,BELT PARKWAY,BODY OF WATER,ERSKINE STREET,72706
137212,Woodhaven Boulevard,95 Avenue,95 Street,19910
137213,Woodhaven Boulevard,95 Avenue,95 Street,23335
137516,Washington Bridge,Harlem River Shoreline,Harlem River Shoreline,25097
137522,LONG ISLAND EXPRESSWAY,57 AVENUE,254 STREET,93511
137523,LONG ISLAND EXPRESSWAY,57 AVENUE,254 STREET,94637
137748,F D R DRIVE,29 STREET,26 STREET,127834
137757,LONG ISLAND EXPRESSWAY,188 STREET,189 STREET,78750
137771,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,46617
137907,GOWANUS EXPRESSWAY,BAY RIDGE PARKWAY,76 STREET,55734
137913,Gowanus Expressway,72 Street Pedestrian Overpass,73 Street,31908
138222,31 Avenue,131 Street,Whitestone Expressway,4633
138288,Van Wyck Expressway,105 Avenue,LibertyAvenue,92116
138375,Cross Island Parkway,87 Avenue,88 Avenue,79076
138467,Long Island Expressway,134 Street,135 Street,76618
138811,BELT PARKWAY,26 STREET,DOOLEY STREET,71564
138812,BELT PARKWAY,26 STREET,DOOLEY STREET,71683
138878,ED KOCH QUEENSBORO BRIDGE LOWER LEVEL INNER ROADWAY,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,38883
138879,ED KOCH QUEENSBORO BRIDGE LOWER,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,46784
138880,ED KOCH QUEENSBORO BRIDGE UPPER LEVEL,ROOSEVELT ISLAND SHORELINE,QN-NY CNTY SHORELINE,37494
139027,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,40015
139031,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,24198
139037,BRUCKNER EXPRESSWAY,OLMSTEAD AVENUE,CASTLE HILL AVENUE,57767
139175,CROSS ISLAND PARKWAY,70 AVENUE,244 STREET,49164
139176,CROSS ISLAND PARKWAY,70 AVENUE,244 STREET,56852
139249,CROSS ISLAND PARKWAY,50 AVENUE,53 AVENUE,69391
139303,BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,105033
139317,Van Wyck Expressway,East Meadow Lake Bridge,Jewel Avenue,40829
139555,PARK AVE,58th ST,59th ST,34511
139618,Bronx River Parkway,East Gun Hill Road,Bronx River,39318
139620,Bronx River Parkway,Bronx River,East Gun Hill Road,44783
139657,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,97411
139707,Bronx River Parkway,222 Street,221 Street,50603
139708,Bronx River Parkway,222 Street,221 Street,56990
139743,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,59272
139898,Major Deegan Expressway,Van Cortlandt Avenue West,Mosholu Parkway,71695
139997,CROSS ISLAND PARKWAY,164 STREET,165 STREET,37749
140015,CROSS ISLAND PARKWAY,164 STREET,165 STREET,41268
140093,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,38534
140108,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,71167
140111,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,73254
140353,Belt Parkway,South Conduit Avenue,Cohancy Street,70077
140401,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,31386
140405,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,33919
140442,BQE,63 Street,64 Street,45959
140473,BQE,59 Place,59 Street,50441
140479,BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,48347
140481,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,49810
140482,JACKIE ROBINSON PARKWAY,WOODHAVEN BOULEVARD,71 AVENUE,47492
140632,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,69224
140775,Ed Koch Queensboro Bridge,West Main Street,East Main Street,42512
140776,Ed Koch Queensboro Bridge,West Main Street,East Main Street,34937
140777,Ed Koch Queensboro Bridge,West Main Street,East Main Street,41015
140783,Cross Bronx Expressway,Prospect Avenue,Marmion Avenue,66495
140788,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,71237
140792,BOSTON ROAD,176 STREET,CROSS BRONX EXPRESSWAY,4254
140793,CROSS BRONX EXPRESSWAY,BOSTON ROAD,CROTONA PARKWAY,86583
140995,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET,FOREST PARK DRIVE,44509
141188,Holland Tunnel,New Jersey,Pier,48002
141190,Holland Tunnel,New Jersey,Pier,48153
141367,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,37540
141368,JACKIE ROBINSON PARKWAY,BULWER PLACE,VERMONT PLACE,32383
141408,Cross Bronx Expressway,Noble Avenue,Rosedale Avenue,79845
141585,WEST STREET,NORTH MOORE STREET,HUBERT STREET,31405
141607,BQE,Northern Boulevard,34 Avenue,55584
141611,BQE,Northern Boulevard,34 Avenue,60924
141740,MOSHOLU PARKWAY,MAJOR DEEGAN EXPRESSWAY,VAN COURTLANDT PARK SOUTH,12517
141753,LONG ISLAND EXPRESSWAY,JUNCTION BOULEVARD,97 STREET,77017
141787,Clearview Expressway SR,39 Avenue,38 Avenue,2069
141846,BELT PARKWAY,BODY OF WATER,ERSKINE STREET,67016
142231,WEST SHORE EXPRESSWAY,EDWARD CURRY AVENUE,SOUTH AVENUE,85337
142279,HENRY HUDSON PARKWAY,120 STREET,122 STREET,57141
142280,HENRY HUDSON PARKWAY,120 STREET,122 STREET,57604
